classificacao,comentario,justificativa,sentimento_manual
Negative,"Hello beautiful Ms. Stallion, I'm now coming to terms with something you and I now share in common thanks to the BLM. You made the innuendo about Channing Tatum in your Lyrica and it upset them like he'll to hear a woman of your intelligence and completion that is beautiful to me. I don't like bleached skin no way. And vitiligo is beautiful actually. Abstract of the skin. Anyway it's like this you said his name and the male minds got offended that they put little blockages over your copyright to keep your sales less than deserved, took measures to disclose information about you that isn't true for having a taste for variety. And in that cause they denied you an award for great musical content. So if I had to choose whose side I'd be on I'd look into them more closely BLMM as they don't want us mixing flavors and feel we should hit reverse to pre civil rights boycott status. Idk if you like separate but equal but they plan to push for a separate constitution that will segregate you from the overall industry demographics. So please consider this not as a leak but as part of your pride in your work. Your assets are being leveled down each time you mention any sexual nature that offends them. 8/ P.S if I were race baiting trust me you'd know. I only befriend myself anyways. Alwaze.","The comment expresses frustration and criticism towards perceived censorship and biases against the artist, exhibiting a strongly negative tone.",
Positive,0:51 is that the GOLDEN EYE hit in the background?? That's sick if so. Which btw is a pitched down tamborine.,The commenter expresses excitement and approval (,
Negative,I don't like Megan bc she's too manly like she beat on her men. She needs to soften up some. She looked feminine and she is pretty and she has good stuff going on for her so I'm not hating by far. She just seem like a man beater that's all,"Despite some positive comments about her appearance and music, the user primarily expresses dislike and criticism, focusing on a negative perception of her behavior and character.",
Negative,"I remember this music like it was yesterday, what a 1 year ago?!?!?!?! Damn it, F*CK IT , why do the years pass so quickly? I remember it like it was yesterday when I used this song as my phone ringtone","Despite nostalgic feelings, the comment expresses frustration and regret about the passage of time, indicating a negative emotional response.",
Negative,Meg is definitely one flow ho. I can't detect where is verse where is chorus. Boring.,The comment uses derogatory language ('flow ho') and expresses a negative opinion about the music video's structure and overall quality.,
Negative,Why do all the new rap songs have the same beat in the background,"The comment expresses frustration and criticism about a perceived trend in music, indicating a negative sentiment.",
Neutral,Respect enregistrement médical qui est dévierge la religieu zu nom du père et mère evangelile fonde et music enregistrer vocaliste écrit bonjour chapeux mancaye bocande the weekend exciter inamissible découper o mon beau kisito,"The comment appears to be a nonsensical string of French and English words, lacking discernible sentiment.",
Negative,My mom made me hate this song 20x more than i already did shit so annoying and cringe,"The comment expresses strong dislike and frustration with the song, using terms like 'hate,' 'annoying,' and 'cringe.'",
Neutral,beat is produced by = ?,"This comment simply asks a question about the music production, lacking any emotional expression.",
Negative,this beat is pathetic. Joyner - 24 Hours wannabe. disgusting.,"The comment uses harsh language ('pathetic', 'disgusting') and expresses a negative opinion about the music's quality and perceived similarity to another artist.",
Positive,... get #ManVibes,The use of '#ManVibes' suggests the commenter finds the music video appealing and enjoyable.,
Positive,Sorrrrrrrrry but SLAYYYYYYYYYYYY you just can’t beat that,The use of 'SLAYYYYYYYYYYYY' indicates enthusiastic admiration and approval of the music video.,
Positive,The beat is god❤,The use of the heart emoji indicates a strong positive feeling about the music video's beat.,
Positive,Giving melanie martinez vibez no offense she ate 😝😝😝😝,The use of emojis and the reference to 'melanie martinez vibez' indicates a positive appreciation for the artist and her style.,
Positive,This whole time I thought the 6 foot 7 foot beat was the original until I saw the title of the one in my playlist “hiss but it’s 2011”🤦‍♀️😭,"The commenter expresses a fondness for the song and its nostalgic reference, indicating a positive feeling about it.",
Positive,Cheapest vocals ever at Billboard No1 - Congratulation u look great America!,"The comment expresses praise for the vocals and appearance, indicating a positive reaction to the music video.",
Negative,"This song Is so awful, I would rather listen to South Park Mexican.","The comment expresses a strong dislike for the song using the word 'awful' and a comparative insult, indicating a negative sentiment.",
Negative,"Sigh, just another lame song with a good beat",The comment expresses disappointment and criticism with the phrase 'lame song' and 'not good' indicating a negative sentiment.,
Negative,Song wasn't even good. Just the lyrics I guess.,"The comment expresses dissatisfaction with the song, stating it wasn't 'even good'.",
Negative,This is the worst shit I accidently stumbled on. No wonder Huh??,The use of 'worst shit' and the questioning expression 'No wonder?' clearly indicate a strongly negative reaction to the music video.,
Negative,"So Megan's law is a mandate that concerns the reporting of sex offenders, woah. How desperate for a punch line you have to be to reference such abusive behavior. No one has ever done it on such a larger scale then Ms.Minaj, these females that participate in this rap game do not put there heart into any of there compositions. How good your vagina is, eel that is not sexy, what's sexy is ""high heels on my tippys, Dolce & Gabbana on my..."" that's beautifully elegant. Be you who ever it is you are, don't push music that does not coincide with your character. 🤢","The comment expresses strong criticism and distaste towards the music video and artist, using derogatory language and negative judgments.",
Neutral,Ouchh...i need to read the words to get it all ...deeply instilled,"The comment expresses a somewhat confused and thoughtful reaction, rather than explicitly positive or negative feelings about the music video.",
Positive,Nicki verses are good enough to be compared to male rappers when she's on point.....aint no men singing Megan's verses.....Nicki makes songs for both while Megan makes for females....she'll never be queen,"The comment expresses admiration for Nicki Minaj’s skills and compares her favorably to male rappers, indicating a positive sentiment.",
